sample	datatype	file_name	remote_path	accession
NA21487	hifi	m54329U_210409_201342.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown
NA21487	hifi	m54329U_210408_003536.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown
NA21487	hifi	m54329U_210405_202314.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown
NA21487	ont	GM21487_20220118_UL_eee-prom1-2D-PAH36599_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20220104_UL_eee-prom1-1E-PAJ02885_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211227_UL_eee-prom1-3F-PAJ08016_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211227_UL_eee-prom1-3E-PAJ09825_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211220_UL_eee-prom1-1G-PAJ02891_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211111_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211110_UL_eee-prom1-1E-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211110_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211110-2_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211109_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
NA21487	ont	20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown
HG04036	hifi	m64076_210412_082528.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG04036	unknown
HG04036	hifi	m64076_210411_021355.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG04036	unknown
HG04036	hifi	m64076_210408_003515.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG04036	unknown
HG04036	hifi	m64076_210405_202313.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG04036	unknown
HG04036	hifi	m54329U_210411_022852.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG04036	unknown
HG04036	ont	HG04036_20211221_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20211220_UL_eee-prom1-1F-PAJ02848_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20211220_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20211207_UL_eee-prom1-1B-PAI76381_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20211008_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20211006_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
HG04036	ont	HG04036_20210922_UL_eee-prom1-2B-PAH80217_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG04036	unknown
